subcategory,metric,term,coef,stat,pval,ci_low,ci_high,effect_size,converged,n_obs,n_subjects,pval_fdr
101,disturbance,"C(version, Treatment(reference='default'))[T.personified]:C(mode, Sum)[S.0]",-0.16666666666666688,-0.4285729418872412,0.668234040293215,-0.9288721914754515,0.5955388581421178,-0.13088800217761754,True,36,12,0.8290309808648352
101,disturbance,Group Var,0.42348542195122413,1.119103979633839,0.26309578227892805,-0.3181938054550813,1.1651646493575296,0.3325749649832462,True,36,12,0.506311399170889
101,satisfaction,Intercept,6.583333333333337,51.71762354950115,0.0,6.333842050749456,6.832824615917217,12.825138858779976,True,36,12,0.0
101,satisfaction,"C(version, Treatment(reference='default'))[T.personalized]",0.24999999999999695,1.7650459524892508,0.0775560430164285,-0.027608067622249044,0.527608067622243,0.4870305895739169,True,36,12,0.12926007169404752
101,satisfaction,"C(version, Treatment(reference='default'))[T.personified]",0.1666666666666636,1.1766973016594933,0.2393163452441056,-0.11094140095558239,0.4442747342889096,0.32468705971594264,True,36,12,0.598290863110264
101,satisfaction,"C(mode, Sum)[S.0]",0.25000000000000067,1.963960387955744,0.049534685824868585,0.0005087174161197972,0.49949128258388154,0.4870305895739242,True,36,12,0.09906937164973717
101,satisfaction,"C(version, Treatment(reference='default'))[T.personalized]:C(mode, Sum)[S.0]",-0.0833333333333338,-0.5883486508297607,0.5562982965817311,-0.3609414009555798,0.19427473428891218,-0.1623435298579752,True,36,12,0.7947118522596159
101,satisfaction,"C(version, Treatment(reference='default'))[T.personified]:C(mode, Sum)[S.0]",-4.656768797733297e-16,-3.287764367246996e-15,0.9999999999999973,-0.27760806762224643,0.27760806762224555,-9.071955412277981e-16,True,36,12,0.9999999999999991
101,satisfaction,Group Var,0.6153869897965637,1.2972968914381275,0.19452905356712802,-0.3143433938311282,1.5451173734242556,1.1988491538269683,True,36,12,0.3961563831840582
102,appropriateness,Intercept,6.250000000000001,19.92641145049569,2.401782782522323e-88,5.635249324304673,6.864750675695329,5.283711955146446,True,36,12,1.2008913912611614e-87
102,appropriateness,"C(version, Treatment(reference='default'))[T.personalized]",0.24999999999999964,0.8356260780764823,0.4033652932647428,-0.3363759030389736,0.8363759030389729,0.21134847820585748,True,36,12,0.46964211928577604
102,appropriateness,"C(version, Treatment(reference='default'))[T.personified]",0.4166666666666663,1.3927101301274711,0.1637074640453149,-0.16970923637230695,1.0030425697056395,0.35224746367642934,True,36,12,0.3274149280906298
102,appropriateness,"C(mode, Sum)[S.0]",0.5833333333333331,1.8597984020462635,0.06291405354663841,-0.03141734236199456,1.1980840090286609,0.49314644914700134,True,36,12,0.157285133866596
102,appropriateness,"C(version, Treatment(reference='default'))[T.personalized]:C(mode, Sum)[S.0]",-0.2500000000000003,-0.8356260780764844,0.4033652932647416,-0.8363759030389735,0.33637590303897297,-0.21134847820585803,True,36,12,0.6722754887745693
102,appropriateness,"C(version, Treatment(reference='default'))[T.personified]:C(mode, Sum)[S.0]",-0.5833333333333337,-1.9497941821784626,0.05120065527167444,-1.169709236372307,0.0030425697056395418,-0.4931464491470018,True,36,12,0.23650496663515483
102,appropriateness,Group Var,1.1982434896351621,1.5647408030112042,0.11764369700079792,-0.30265306772117784,2.699140046991502,1.012987752217872,True,36,12,0.39214565666932644
102,disturbance,Intercept,1.999999999999998,4.706787380523221,2.5165113596749453e-06,1.167175474018467,2.832824525981529,1.2139539573337668,True,36,12,2.5165113596749453e-06
